Profile ID,Access Custom Mobile Apps,Access to view Data Assessment,Activate Contracts,Activate Orders,Allow Inclusion of Code Snippets from UI,Allow View Knowledge,API Enabled,Assign Permission Sets,Assign Topics,Author Apex,Bulk API Hard Delete,Can Approve Feed Post and Comment,Chatter Internal User,Configure Custom Recommendations,Connect Organization to Environment Hub,Convert Leads,Create and Customize Dashboards,Create and Customize List Views,Create and Customize Reports,Create and Own New Chatter Groups,Create and Set Up Experiences,Create AppExchange Packages,Create Content Deliveries,Create custom Badge Definitions,Create Dashboard Folders,Create Libraries,Create Public Links,Create Report Folders,Create Topics,Created By ID,Created Date,Customize Application,Delete Activated Contracts,Delete Topics,Description,Download AppExchange Packages,Download Tableau CRM Data,Drag-and-Drop Dashboard Builder,Edit Activated Orders,Edit Case Comments,Edit Events,Edit HTML Templates,Edit My Dashboards,Edit My Own Posts,Edit My Reports,Edit Opportunity Product Sales Price,Edit Posts on Records I Own,Edit Read Only Fields,Edit Tasks,Edit Topics,Email Administration,Email-Based Identity Verification Option,Enable WDC,Enable WDC Calibration,Export Reports,Files Connect Cloud,Files Connect On-premises,Import Custom Objects,Import Leads,Import Personal Contacts,Import Solutions,Insert System Field Values for Chatter Feeds,Invite Customers To Chatter,Knowledge One,Last Modified By ID,Last Modified Date,Last Referenced Date,Last Viewed Date,Lightning Experience User,Manage All Private Reports and Dashboards,Manage Articles,Manage Auth. Providers,Manage Business Hours Holidays,Manage Call Centers,Manage Cases,Manage Categories,Manage Chatter Messages and Direct Messages,Manage Connected Apps,Manage Content Permissions,Manage Content Properties,Manage Custom Permissions,Manage Custom Report Types,Manage Dashboards in Public Folders,Manage Data Categories,Manage Data Integrations,Manage Dynamic Dashboards,Manage Email Client Configurations,Manage Email Templates,Manage Encryption Keys,Manage Entitlements,Manage Experiences,Manage Flow,Manage Internal Users,Manage IP Addresses,Manage Knowledge Article Import/Export,Manage Leads,Manage Letterheads,Manage Lightning Sync,Manage Login Access Policies,Manage Macros Users Can't Undo,Manage Mobile Configurations,Manage Multi-Factor Authentication in API,Manage Multi-Factor Authentication in User Interface,Manage Password Policies,Manage Profiles and Permission Sets,Manage Promoted Search Terms,Manage Public Classic Email Templates,Manage Public Documents,Manage Published Solutions,Manage record types and layouts for Files,Manage Reporting Snapshots,Manage Reports in Public Folders,Manage Roles,Manage Salesforce CRM Content,Manage Salesforce Knowledge,Manage Session Permission Set Activations,Manage Sharing,Manage Synonyms,Manage Translation,Manage Unlisted Groups,Manage Users,Mass Edits from Lists,Mass Email,Merge Topics,Moderate Chatter,Moderate Experience Cloud Site Users,Modify All Data,Modify Secure Agents,Multi-Factor Authentication for API Logins,Multi-Factor Authentication for User Interface Logins,Name,Password Never Expires,Report Builder,Require Flow User Feature License,Reset User Passwords and Unlock Users,Run Flows,Run Macros on Multiple Records,Run Reports,Sales Console,Schedule Reports,Select Files from Salesforce,Send announcement emails,Send Email,Send Outbound Messages,Send Stay-in-Touch Requests,Share internal Knowledge articles externally,Show Custom Sidebar On All Pages,System Modstamp,Transfer Cases,Transfer Leads,Transfer Record,Upload AppExchange Packages,Use Einstein Activity Capture,Use Identity Connect,Use Identity Features,Use Team Reassignment Wizards,User License ID,User Type,View All Data,View All Users,View Content in Portals,View Dashboards in Public Folders,View Data Categories in Setup,View Encrypted Data,View Event Log Files,View Help Link,View Login Forensics Events,View My Team's Dashboards,View Real-Time Event Monitoring Data,View Reports in Public Folders,View Setup and Configuration,Weekly Data Export,UserLicense.User License ID,LastModifiedBy.User ID
"00e5e000000zEGDAA2","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","false","false","false","false","false","true","false","false","true","true","true","false","true","false","false","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","08/18/2021T13:34:24.000Z","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Partner Community User","false","false","false","false","true","false","true","false","false","true","false","false","true","false","false","false","08/18/2021T13:34:24.000Z","false","false","false","false","false","false","false","false","1005e0000009SbvAAE","PowerPartner","false","false","false","false","false","false","false","false","false","false","false","false","false","false","1005e0000009SbvAAE","0055e000005DbAMAA0"
"00e5e000000zEGEAA2","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","false","false","false","false","false","true","false","false","true","true","true","false","true","false","false","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","08/18/2021T13:34:24.000Z","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Partner Community Login User","false","false","false","false","true","false","true","false","false","true","false","false","true","false","false","false","08/18/2021T13:34:24.000Z","false","false","false","false","false","false","false","false","1005e0000009SbwAAE","PowerPartner","false","false","false","false","false","false","false","false","false","false","false","false","false","false","1005e0000009SbwAAE","0055e000005DbAMAA0"
"00e5e000000zEGFAA2","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","08/18/2021T13:34:24.000Z","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Customer Community User","false","false","false","false","true","false","false","false","false","true","false","false","true","false","false","false","08/18/2021T13:34:24.000Z","false","false","false","false","false","false","false","false","1005e0000009SbxAAE","CspLitePortal","false","false","false","false","false","false","false","false","false","false","false","false","false","false","1005e0000009SbxAAE","0055e000005DbAMAA0"
"00e5e000000zEGGAA2","true","false","false","false","false","false","true","false","true","false","false","false","true","false","false","false","false","true","false","true","false","false","true","false","false","false","true","false","false","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","true","false","false","true","false","false","false","false","true","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","0055e000005DbAMAA0","08/16/2021T18:39:08.000Z","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","Force.com - Free User","false","false","true","false","false","false","true","false","false","true","false","true","true","false","false","false","08/16/2021T18:39:08.000Z","false","false","false","false","false","false","false","false","1005e0000009SbyAAE","Standard","false","false","false","false","false","false","false","true","false","false","false","false","true","false","1005e0000009SbyAAE","0055e000005DbAMAA0"
"00e5e000000zEGHAA2","false","false","false","false","false","false","true","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false","true","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","0055e000005DbAMAA0","08/01/2021T22:57:31.000Z","","","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","Chatter Moderator User","true","false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","08/01/2021T22:57:31.000Z","false","false","false","false","false","false","false","false","1005e0000009SbeAAE","CsnOnly","false","false","false","false","false","false","false","true","false","false","false","false","false","false","1005e0000009SbeAAE","0055e000005DbAMAA0"
"00e5e000000zEGIAA2","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","0055e000005DbAMAA0","08/01/2021T22:57:31.000Z","","","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Chatter External User","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","08/01/2021T22:57:31.000Z","false","false","false","false","false","false","false","false","1005e0000009SbzAAE","CsnOnly","false","false","false","false","false","false","false","false","false","false","false","false","false","false","1005e0000009SbzAAE","0055e000005DbAMAA0"
"00e5e000000zEGJAA2","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","false","false","true","0055e000005DbAMAA0","08/18/2021T13:34:24.000Z","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","High Volume Customer Portal User","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","08/18/2021T13:34:24.000Z","false","false","false","false","false","false","false","false","1005e0000009Sc0AAE","CspLitePortal","false","false","false","false","false","false","false","false","false","false","false","false","false","false","1005e0000009Sc0AAE","0055e000005DbAMAA0"
"00e5e000000zEGKAA2","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","false","false","false","0055e000005DbAMAA0","08/18/2021T13:34:24.000Z","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Authenticated Website","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","08/18/2021T13:34:24.000Z","false","false","false","false","false","false","false","false","1005e0000009Sc1AAE","CspLitePortal","false","false","false","false","false","false","false","false","false","false","false","false","false","false","1005e0000009Sc1AAE","0055e000005DbAMAA0"
"00e5e000000zEGLAA2","false","false","false","false","false","true","true","false","true","false","false","false","true","false","false","true","false","true","true","true","false","false","true","false","false","false","true","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","true","false","false","true","false","true","false","false","true","true","true","false","false","false","true","false","false","false","false","true","true","false","true","true","0055e000005DbAMAA0","08/16/2021T18:39:08.000Z","","","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false","false","false","Solution Manager","false","false","true","false","false","false","true","false","false","true","false","true","true","true","false","false","08/16/2021T18:39:08.000Z","false","false","false","false","false","false","false","false","1005e0000009SbXAAU","Standard","false","false","false","false","false","false","false","true","false","false","false","false","true","false","1005e0000009SbXAAU","0055e000005DbAMAA0"
"00e5e000000zEGMAA2","false","false","false","false","false","true","true","false","true","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false","false","false","true","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","false","false","false","true","false","true","false","false","false","true","true","false","false","false","true","false","false","false","false","false","false","false","true","true","0055e000005DbAMAA0","08/16/2021T18:39:08.000Z","","","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Read Only","false","false","true","false","false","false","true","false","false","true","false","false","true","true","false","false","08/16/2021T18:39:08.000Z","false","false","false","false","false","false","false","false","1005e0000009SbXAAU","Standard","false","false","false","false","false","false","false","true","false","false","false","false","true","false","1005e0000009SbXAAU","0055e000005DbAMAA0"
"00e5e000000zEGNAA2","false","false","false","false","false","true","true","false","true","false","false","false","true","false","false","true","false","true","true","true","false","false","true","false","false","false","false","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","true","false","false","false","false","true","false","false","true","true","true","false","false","false","true","false","false","false","false","true","false","false","true","false","0055e000005DbAMAA0","08/16/2021T18:39:08.000Z","07/29/2021T17:51:54.000Z","07/29/2021T17:51:54.000Z","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","Custom: Sales Profile","false","false","true","false","false","false","true","false","false","true","false","true","true","true","false","false","08/16/2021T18:39:08.000Z","false","false","false","false","false","false","false","false","1005e0000009SbXAAU","Standard","false","false","false","false","false","false","true","true","false","false","false","false","true","false","1005e0000009SbXAAU","0055e000005DbAMAA0"
"00e5e000000zEGOAA2","false","false","false","false","false","true","true","false","true","false","false","false","true","false","false","true","false","true","true","true","false","false","true","false","false","false","false","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","true","false","false","false","false","true","false","false","true","true","true","false","false","false","true","false","false","false","false","true","false","false","true","false","0055e000005DbAMAA0","08/16/2021T18:39:08.000Z","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","Custom: Marketing Profile","false","false","true","false","false","false","true","false","false","true","false","true","true","true","false","false","08/16/2021T18:39:08.000Z","false","false","false","false","false","false","false","false","1005e0000009SbXAAU","Standard","false","false","false","false","false","false","true","true","false","false","false","false","true","false","1005e0000009SbXAAU","0055e000005DbAMAA0"
"00e5e000000zEGPAA2","false","false","false","false","false","true","true","false","true","false","false","false","true","false","false","true","false","true","true","true","false","false","true","false","false","false","false","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","true","false","false","false","false","true","false","false","true","true","true","false","false","false","true","false","false","false","false","true","false","false","true","false","0055e000005DbAMAA0","08/16/2021T18:39:08.000Z","","","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","Custom: Support Profile","false","false","true","false","false","false","true","false","false","true","false","true","true","true","false","false","08/16/2021T18:39:08.000Z","true","false","false","false","false","false","false","false","1005e0000009SbXAAU","Standard","false","false","false","false","false","false","true","true","false","false","false","false","true","false","1005e0000009SbXAAU","0055e000005DbAMAA0"
"00e5e000000zEGQAA2","false","false","false","false","false","true","true","false","true","false","false","false","true","false","false","true","false","true","true","true","false","false","true","false","false","false","true","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","true","true","false","true","false","true","false","false","true","true","true","false","false","false","true","false","false","false","true","true","false","false","true","true","0055e000005DbAMAA0","08/16/2021T18:39:08.000Z","","","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false","false","false","Marketing User","false","false","true","false","false","false","true","false","false","true","false","true","true","true","false","false","08/16/2021T18:39:08.000Z","false","false","false","false","false","false","false","false","1005e0000009SbXAAU","Standard","false","false","false","false","false","false","false","true","false","false","false","false","true","false","1005e0000009SbXAAU","0055e000005DbAMAA0"
"00e5e000000zEGRAA2","false","false","true","true","false","true","true","false","true","false","false","false","true","false","false","true","false","true","true","true","false","false","true","false","false","false","true","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","true","false","true","false","false","true","false","true","false","false","true","true","true","false","false","false","true","false","false","false","false","true","false","false","true","true","0055e000005DbAMAA0","08/16/2021T18:39:08.000Z","","","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false","false","false","Contract Manager","false","false","true","false","false","false","true","false","false","true","false","true","true","true","false","false","08/16/2021T18:39:08.000Z","false","false","false","false","false","false","false","false","1005e0000009SbXAAU","Standard","false","false","false","false","false","false","false","true","false","false","false","false","true","false","1005e0000009SbXAAU","0055e000005DbAMAA0"
"00e5e000000zEGSAA2","false","false","false","false","false","true","true","false","true","false","false","false","true","false","false","true","false","true","true","true","false","false","true","false","false","false","true","false","true","0055e000005DbAMAA0","07/29/2021T09:45:55.000Z","false","false","false","","false","false","false","false","false","true","false","false","true","false","true","false","false","true","true","true","false","false","false","true","false","false","false","false","true","false","false","true","true","0055e000005DbAMAA0","08/16/2021T18:39:08.000Z","","","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false","false","false","Standard User","false","false","true","false","false","false","true","false","false","true","false","true","true","true","false","false","08/16/2021T18:39:08.000Z","false","false","false","false","false","false","false","false","1005e0000009SbXAAU","Standard","false","false","false","false","false","false","false","true","false","false","false","false","true","false","1005e0000009SbXAAU","0055e000005DbAMAA0"
"00e5e0000013Pm0AAE","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","0055e000005DbAMAA0","07/29/2021T09:48:44.000Z","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","0055e000005DbAMAA0","08/18/2021T13:34:24.000Z","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","External Apps Login User","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","08/18/2021T13:34:24.000Z","false","false","false","false","false","false","false","false","1005e000000lC7SAAU","CspLitePortal","false","false","false","false","false","false","false","false","false","false","false","false","false","false","1005e000000lC7SAAU","0055e000005DbAMAA0"
"00e5e0000013QhXAAU","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","0055e000005DbAMAA0","07/30/2021T09:37:36.000Z","false","false","false","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","0055e000005DbAMAA0","08/18/2021T13:37:07.000Z","08/02/2021T19:09:35.000Z","08/02/2021T19:09:35.000Z","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","CustomerProfile","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","08/18/2021T13:37:07.000Z","false","false","false","false","false","false","false","false","1005e0000009SbXAAU","Standard","false","false","false","false","false","false","false","true","false","false","false","false","true","false","1005e0000009SbXAAU","0055e000005DbAMAA0"
"00e5e0000013SlOAAU","false","false","false","false","false","true","true","true","true","true","false","false","true","false","false","true","false","false","true","true","false","false","true","false","false","false","true","false","true","0055e000005DbAMAA0","08/02/2021T18:36:20.000Z","false","false","false","","false","false","false","false","false","true","false","false","true","true","true","false","false","true","true","true","false","false","false","true","false","false","false","false","true","false","false","true","true","0055e000005DbAMAA0","08/16/2021T18:39:08.000Z","08/02/2021T18:36:21.000Z","08/02/2021T18:36:21.000Z","true","false","false","true","false","true","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","true","false","false","false","false","true","true","false","false","true","true","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","true","true","false","false","false","false","false","false","false","ItemManager","false","false","true","true","false","false","true","false","false","true","false","true","true","true","false","false","08/16/2021T18:39:08.000Z","false","false","false","false","false","false","false","false","1005e0000009SbXAAU","Standard","false","true","false","false","false","false","false","true","false","false","false","false","true","false","1005e0000009SbXAAU","0055e000005DbAMAA0"
"00e5e0000013Z0eAAE","false","true","true","true","false","true","true","true","true","true","false","false","true","false","true","true","true","true","true","true","true","false","true","true","true","true","true","true","true","0055e000005DbAMAA0","08/09/2021T15:46:45.000Z","true","true","true","","false","false","true","true","true","true","true","true","true","true","true","true","true","true","true","true","false","false","true","true","false","false","true","true","true","true","true","true","true","0055e000005DbAMAA0","08/16/2021T18:39:08.000Z","08/09/2021T15:49:27.000Z","08/09/2021T15:49:27.000Z","true","true","true","false","true","true","true","true","false","true","true","true","true","true","true","true","true","true","true","true","false","true","false","true","true","true","true","true","true","true","true","true","true","false","true","true","true","true","true","true","true","true","true","true","true","true","true","false","true","true","true","true","false","true","true","true","true","false","false","false","false","false","SupportSpecialist","false","true","true","false","false","true","true","false","true","true","false","true","true","true","true","false","08/16/2021T18:39:08.000Z","true","true","true","false","false","false","false","true","1005e0000009SbXAAU","Standard","false","true","false","true","true","false","true","true","true","true","true","true","true","true","1005e0000009SbXAAU","0055e000005DbAMAA0"
